account_value,date,daily_return
1045267.5168820879,2022-07-07,
1043447.8695897906,2022-07-08,-0.0017408436241519443
1026836.7658608477,2022-07-11,-0.015919438060162272
1023741.0834237826,2022-07-12,-0.0030147756098991563
1016274.4517943424,2022-07-13,-0.0072934765931919054
1005098.8448517612,2022-07-14,-0.010996642612484675
1009372.0816969227,2022-07-15,0.004251558806429356
1015433.6752127919,2022-07-18,0.006005311248235223
1014246.1569138111,2022-07-19,-0.0011694690928306661
1024055.0552793507,2022-07-20,0.009671122043376945
1032690.3261917044,2022-07-21,0.008432428381497603
1040245.0097219015,2022-07-22,0.007315536263476918
1036426.3262468803,2022-07-25,-0.0036709462091455425
1023644.9725366601,2022-07-26,-0.012332139184947355
1039046.3506842356,2022-07-27,0.015045624763251553
1078268.0924031762,2022-07-28,0.03774782683478195
1086673.41891578,2022-07-29,0.007795210274534448
1092213.843375039,2022-08-01,0.005098518435085131
1086937.038879922,2022-08-02,-0.004831292449847924
1086514.1006338208,2022-08-03,-0.000389110160913253
1089456.5795666056,2022-08-04,0.0027081829228616794
1084372.3545602427,2022-08-05,-0.0046667532251587485
1096106.2941851437,2022-08-08,0.010820950548540598
1105023.9092971736,2022-08-10,0.008135721106007798
1106912.72402485,2022-08-11,0.0017092976104722268
1099683.616614114,2022-08-12,-0.006530873892613753
1112740.9332541744,2022-08-16,0.011873702984012358
1108001.083337991,2022-08-17,-0.004259616748636952
1126780.2448034757,2022-08-18,0.01694868511221137
1112163.3573583462,2022-08-19,-0.012972261017656361
1091334.1647988064,2022-08-22,-0.018728536974113363
1098144.8767916425,2022-08-23,0.006240720956529167
1107839.0836192563,2022-08-24,0.008827803172871462
1101455.5234358304,2022-08-25,-0.005762172753980721
1101200.0908747953,2022-08-26,-0.00023190456228161516
1096958.8067948548,2022-08-29,-0.003851510833577265
1116221.5468909394,2022-08-30,0.017560130769511018
1107370.0639551026,2022-09-01,-0.00792986209636537
1104858.2001351486,2022-09-02,-0.002268314723067877
1099995.9982023484,2022-09-05,-0.004400747473481625
1104566.2643831805,2022-09-06,0.004154802552283066
1106528.292934877,2022-09-07,0.0017762886799663757
1108525.0373050782,2022-09-08,0.0018045127114689752
1102678.7676621873,2022-09-09,-0.005273917544617368
1102938.68448456,2022-09-12,0.0002357139993942603
1111858.2958689595,2022-09-13,0.008087132593928237
1106044.9752601949,2022-09-14,-0.005228472576373933
1102969.1742615758,2022-09-15,-0.0027809004763983403
1074313.4911191503,2022-09-16,-0.02598049320971285
1082258.4574931127,2022-09-19,0.007395389185409718
1098004.216150118,2022-09-20,0.01454898185178255
1073958.3905226004,2022-09-21,-0.021899574950475564
1084263.9930361807,2022-09-22,0.009595904836281033
1070354.514708956,2022-09-23,-0.01282849787188367
1050835.7709447197,2022-09-26,-0.01823577468587012
1044786.2693913672,2022-09-27,-0.00575684775929719
1040090.0199926246,2022-09-28,-0.004494937899096163
1024907.3484433845,2022-09-29,-0.014597459121228562
1022898.0447167457,2022-09-30,-0.0019604735293297093
946426.9411073783,2022-10-03,-0.07475926266976418
971062.2395145439,2022-10-04,0.026029794099416526
986000.8568978905,2022-10-06,0.01538378980817412
984252.6994746727,2022-10-07,-0.001772977590220104
