account_value,date,daily_return
1000000.0,2022-01-04,
1008050.2772775269,2022-01-05,0.00805027727752683
1016502.8888074494,2022-01-06,0.008385109076851416
1017694.5456372834,2022-01-07,0.0011723103229268617
1040813.522443924,2022-01-10,0.02271700964277401
1042572.4279920197,2022-01-11,0.0016899334128226418
1040234.7813703156,2022-01-12,-0.002242191102450719
1029105.9123670197,2022-01-13,-0.010698420397591057
1029266.9056378937,2022-01-14,0.0001564399435853847
1044666.2846814728,2022-01-17,0.014961502171329633
1013365.1565991974,2022-01-18,-0.029962801079408186
1017288.6049176789,2022-01-19,0.003871702409473432
1016415.7146894074,2022-01-20,-0.0008580556432578046
1023857.2778302765,2022-01-21,0.007321377496749104
994062.8210431671,2022-01-24,-0.029100205108908095
1034394.9212323761,2022-01-25,0.040572989287422034
1042429.1973706818,2022-01-27,0.007767126436326377
1024777.8260175324,2022-01-28,-0.016932921101664666
1035920.8811933136,2022-01-31,0.010873630257091982
1041356.2308942414,2022-02-01,0.005246877246712689
1042943.7698957062,2022-02-02,0.001524491767914693
1048582.6239606475,2022-02-03,0.00540667122016103
1043594.4336225128,2022-02-04,-0.004757078959875871
1030183.6851789093,2022-02-07,-0.012850536579667504
1039882.0375348664,2022-02-08,0.009414197191710327
1071939.6322919463,2022-02-09,0.030828107035174357
1062875.6472760772,2022-02-10,-0.008455686069269719
1050989.7254315948,2022-02-11,-0.011182796289428087
1015110.3547803498,2022-02-14,-0.03413865024847029
1047677.7068769074,2022-02-15,0.032082573035721484
1043588.3221875763,2022-02-16,-0.003903285010732338
1043729.3760663605,2022-02-17,0.00013516237752497773
1044013.8966962433,2022-02-18,0.0002726000018846708
1044267.4163495636,2022-02-21,0.00024283168463812288
1044168.556806717,2022-02-22,-9.466879967612307e-05
1055428.3730908965,2022-02-23,0.01078352360907564
1001081.8850995636,2022-02-24,-0.051492350761971006
1023957.7172681427,2022-02-25,0.0228511098932771
1029808.1624280548,2022-02-28,0.005713561274307999
995067.8678113556,2022-03-02,-0.033734724470225075
975647.8878614045,2022-03-03,-0.019516236608730253
934407.0259229279,2022-03-04,-0.04227023135249697
891318.7442914582,2022-03-07,-0.04611296837040668
890427.4440036468,2022-03-08,-0.0009999792930640572
913530.8472996064,2022-03-09,0.02594641871333092
933799.4730625459,2022-03-10,0.02218712791456734
927049.7917270967,2022-03-11,-0.007228191415992735
949524.9148044892,2022-03-14,0.02424370651712393
960560.9634800263,2022-03-15,0.01162270573785773
969690.4986362763,2022-03-16,0.009504378694689564
999599.6171665498,2022-03-17,0.030843984314929518
998434.5636997529,2022-03-21,-0.001165520121045427
1005094.7347812959,2022-03-22,0.006670613502063993
993410.7904453584,2022-03-23,-0.011624719473314005
978961.4722690888,2022-03-24,-0.014545159278762987
957368.1312046357,2022-03-25,-0.022057396206209168
963721.8069858857,2022-03-28,0.0066366067285479335
961505.6269932099,2022-03-29,-0.0022996055257969994
974123.4150181123,2022-03-30,0.01312294766735822
972809.1495151826,2022-03-31,-0.0013491776120638788
984731.2392368623,2022-04-01,0.012255322359602916
990344.6711216279,2022-04-04,0.005700471012898722
994729.4344883271,2022-04-05,0.004427512455570826
