account_value,date,daily_return
975836.2235225242,2022-10-10,
980170.1762660545,2022-10-11,0.004441270613920967
968818.1030086082,2022-10-12,-0.011581737061917008
968000.4252589744,2022-10-13,-0.0008439951184794348
965128.7074245018,2022-10-14,-0.002966649352147077
966302.0522883934,2022-10-17,0.00121573926344265
986655.3081935447,2022-10-18,0.021063037025483844
983888.3830379051,2022-10-19,-0.0028043483196837915
1003263.5519984764,2022-10-20,0.01969244610933152
992979.5687984031,2022-10-21,-0.010250530062203334
995772.4828914207,2022-10-24,0.002812660180306903
994867.0213740867,2022-10-25,-0.0009093056224096507
1001460.1918757957,2022-10-27,0.006627187714598026
999789.4298060936,2022-10-28,-0.0016683259936400852
1007783.5510371727,2022-10-31,0.00799580490926921
1064270.859447817,2022-11-01,0.056051032339741846
1064663.2176936667,2022-11-02,0.0003686639001401204
1067255.5770381491,2022-11-03,0.0024349102151741686
1127193.2327693503,2022-11-04,0.05616054581559582
1160000.630138735,2022-11-07,0.029105388868226
1167733.7606776755,2022-11-09,0.006666488222524025
1165411.4900630515,2022-11-10,-0.0019886987024133607
1170556.7649348776,2022-11-11,0.004414985535750704
1172249.2086604636,2022-11-14,0.001445845068162921
1182588.1895869772,2022-11-15,0.008819780683262834
1158052.3599360983,2022-11-16,-0.020747568652320192
1174819.8637355368,2022-11-17,0.014479054988812079
1175029.2874263327,2022-11-18,0.00017826025696399128
1170129.4206355612,2022-11-21,-0.004169995457307896
1179063.4940608542,2022-11-22,0.007635115627158795
1146976.0560115378,2022-11-23,-0.027214342748245857
1153739.608867983,2022-11-24,0.005896856190672928
1148378.8166011374,2022-11-25,-0.004646449012967069
1145509.7291835349,2022-11-28,-0.0024983806529053076
1144038.6467250388,2022-11-29,-0.0012842164680212376
1155447.545223574,2022-11-30,0.009972476481624692
1154686.9711726706,2022-12-01,-0.0006582506095126339
1154764.534649233,2022-12-02,6.717273035805604e-05
1157048.9160731833,2022-12-05,0.0019782227072326908
1181245.9856990378,2022-12-06,0.02091274559763212
1174260.3466304343,2022-12-07,-0.005913788620809157
1183273.6158107321,2022-12-08,0.007675699180476947
1175468.2895625632,2022-12-09,-0.00659638324042322
1180807.6346553366,2022-12-12,0.004542313170149859
1192190.2903560202,2022-12-13,0.009639720617157232
1190885.4918025534,2022-12-14,-0.001094454940643086
1185733.287548403,2022-12-15,-0.0043263641127677666
1169274.8731502097,2022-12-16,-0.013880368014481892
1193460.0964168112,2022-12-19,0.020683950217319502
1215195.4894221823,2022-12-20,0.018212081887470255
1147668.9588588278,2022-12-21,-0.0555684506329619
1137809.905392031,2022-12-22,-0.008590502854237791
1078674.0878108542,2022-12-23,-0.051973372090482584
1099716.059398989,2022-12-26,0.01950725601542813
1114977.093685488,2022-12-27,0.013877249637364919
1121698.6160090964,2022-12-28,0.006028394988269126
1125446.297893862,2022-12-29,0.003341077390377478
1134565.6384852927,2022-12-30,0.008102866043894208
1131678.4425777,2023-01-02,-0.002544758813114889
1129108.811138491,2023-01-03,-0.0022706374377476912
1127068.624218325,2023-01-04,-0.0018069001853849853
1126281.2702449362,2023-01-05,-0.0006985856552742531
1123854.1080287497,2023-01-06,-0.0021550231547921017
